"PID_PRCPID","OID_CNT","FirstOfUSE_MAIN","MAX_FLR","TOT_FLRARE","A_ATHLETIC","A_ACADEMIC","A_PUBLCASM","A_FIREPOL","A_GARAGE","A_HOTEL","A_LIBRARY","A_MALL","A_MEDICAL","A_MUSEUM","A_OFFICE","A_RESIDENT","A_RESTRNT","A_RETAIL","A_SUPERMRK","A_SCHOOL","A_WORSHIP"
"0503275000",2,"Residential",6,1112.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1112.80,0.00,0.00,0.00,0.00,0.00
"0503276000",1,"Residential",4,542.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,542.03,0.00,0.00,0.00,0.00,0.00
"0503277000",2,"Residential",5,824.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,824.69,0.00,0.00,0.00,0.00,0.00
"0503278000",1,"Residential",5,563.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,563.00,0.00,0.00,0.00,0.00,0.00
"0503279000",2,"Residential",5,667.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,667.94,0.00,0.00,0.00,0.00,0.00
"0503280000",2,"Residential",5,715.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,715.80,0.00,0.00,0.00,0.00,0.00
"0503281000",2,"Residential",6,1049.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1049.93,0.00,0.00,0.00,0.00,0.00
"0503282000",2,"Residential",5,1634.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1634.89,0.00,0.00,0.00,0.00,0.00
"0503283000",1,"Residential",6,582.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,582.95,0.00,0.00,0.00,0.00,0.00
"0503284000",2,"Residential",6,780.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,780.61,0.00,0.00,0.00,0.00,0.00
"0503285000",2,"Residential",6,1410.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1410.01,0.00,0.00,0.00,0.00,0.00
"0503286000",2,"Residential",5,1212.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1212.23,0.00,0.00,0.00,0.00,0.00
"0503287000",2,"Residential",5,921.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,921.34,0.00,0.00,0.00,0.00,0.00
"0503288000",1,"Residential",5,897.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,897.93,0.00,0.00,0.00,0.00,0.00
"0503289000",2,"Residential",18,16495.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1574.90,14920.63,0.00,0.00,0.00,0.00,0.00
"0503294000",1,"Office",5,1757.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1757.59,0.00,0.00,0.00,0.00,0.00,0.00
"0503295000",1,"Residential",5,477.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,477.53,0.00,0.00,0.00,0.00,0.00
"0503296000",2,"Residential",6,2292.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2292.67,0.00,0.00,0.00,0.00,0.00
"0503299000",2,"Residential",5,705.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,705.82,0.00,0.00,0.00,0.00,0.00
"0503300000",1,"Residential",6,786.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,786.84,0.00,0.00,0.00,0.00,0.00
"0503301000",1,"Residential",5,543.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,543.66,0.00,0.00,0.00,0.00,0.00
"0503302000",2,"Residential",6,861.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,861.19,0.00,0.00,0.00,0.00,0.00
"0503303000",1,"Residential",5,433.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,433.18,0.00,0.00,0.00,0.00,0.00
"0503304000",1,"Residential",6,1003.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1003.79,0.00,0.00,0.00,0.00,0.00
"0503305000",1,"Residential",5,395.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,395.65,0.00,0.00,0.00,0.00,0.00
"0503306000",1,"Residential",5,430.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,430.30,0.00,0.00,0.00,0.00,0.00
"0503307000",1,"Residential",5,404.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,404.33,0.00,0.00,0.00,0.00,0.00
"0503308000",2,"Residential",5,618.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,618.94,0.00,0.00,0.00,0.00,0.00
"0503309000",3,"Residential",6,1435.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1435.41,0.00,0.00,0.00,0.00,0.00
"0503311000",2,"Residential",5,939.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,939.44,0.00,0.00,0.00,0.00,0.00
"0503312000",1,"Residential",5,507.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,507.69,0.00,0.00,0.00,0.00,0.00
"0503313000",1,"Residential",5,501.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,501.38,0.00,0.00,0.00,0.00,0.00
"0503314000",1,"Residential",5,476.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,476.31,0.00,0.00,0.00,0.00,0.00
"0503315000",1,"Residential",6,603.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,603.81,0.00,0.00,0.00,0.00,0.00
"0503316000",1,"Residential",5,575.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,575.07,0.00,0.00,0.00,0.00,0.00
"0503317000",2,"Residential",5,770.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,770.14,0.00,0.00,0.00,0.00,0.00
"0503318000",1,"Residential",5,457.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.33,0.00,0.00,0.00,0.00,0.00
"0503319000",1,"Residential",5,474.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,474.70,0.00,0.00,0.00,0.00,0.00
"0503320000",1,"Residential",5,468.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,468.18,0.00,0.00,0.00,0.00,0.00
"0503322010",2,"Residential",4,733.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,733.79,0.00,0.00,0.00,0.00,0.00
"0503323000",2,"Residential",4,759.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,759.19,0.00,0.00,0.00,0.00,0.00
"0503324000",1,"Residential",5,1183.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1183.80,0.00,0.00,0.00,0.00,0.00
"0503325000",1,"Residential",6,675.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,675.30,0.00,0.00,0.00,0.00,0.00
"0503326000",1,"Residential",6,628.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,628.06,0.00,0.00,0.00,0.00,0.00
"0503327000",1,"Residential",6,658.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,658.52,0.00,0.00,0.00,0.00,0.00
"0503328000",2,"Residential",5,642.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,642.16,0.00,0.00,0.00,0.00,0.00
"0503329000",1,"Residential",5,509.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,509.09,0.00,0.00,0.00,0.00,0.00
"0503330000",1,"Residential",5,534.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,534.39,0.00,0.00,0.00,0.00,0.00
"0503331000",2,"Residential",5,547.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,547.91,0.00,0.00,0.00,0.00,0.00
"0503332000",1,"Residential",5,540.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.03,0.00,0.00,0.00,0.00,0.00
"0503333000",2,"Residential",5,724.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,724.81,0.00,0.00,0.00,0.00,0.00
"0503334000",1,"SchoolDaycare",6,1212.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1212.37,0.00,0.00
"0503335000",1,"SchoolDaycare",6,1057.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1057.25,0.00,0.00
"0503336000",2,"Residential",6,797.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,797.35,0.00,0.00,0.00,0.00,0.00
"0503337000",2,"Residential",6,2089.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2089.20,0.00,0.00,0.00,0.00,0.00
"0503339000",2,"Residential",6,889.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,889.44,0.00,0.00,0.00,0.00,0.00
"0503340000",2,"Residential",6,908.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,908.87,0.00,0.00,0.00,0.00,0.00
"0503341000",2,"Residential",7,1243.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1243.25,0.00,0.00,0.00,0.00,0.00
"0503342000",2,"Residential",7,1427.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1427.69,0.00,0.00,0.00,0.00,0.00
"0503343000",2,"Residential",7,853.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.24,0.00,0.00,0.00,0.00,0.00
"0503344000",3,"Residential",5,717.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,717.98,0.00,0.00,0.00,0.00,0.00
"0503345000",2,"Residential",4,569.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,569.83,0.00,0.00,0.00,0.00,0.00
"0503346000",1,"Residential",5,538.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,538.10,0.00,0.00,0.00,0.00,0.00
"0503347000",1,"Residential",5,556.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,556.44,0.00,0.00,0.00,0.00,0.00
"0503348000",1,"Residential",5,643.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,643.25,0.00,0.00,0.00,0.00,0.00
"0503349000",1,"Residential",8,2239.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2239.14,0.00,0.00,0.00,0.00,0.00
"0503350000",1,"Residential",5,615.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,615.08,0.00,0.00,0.00,0.00,0.00
"0503351000",1,"Residential",6,1052.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1052.71,0.00,0.00,0.00,0.00,0.00
"0503352000",1,"Residential",5,783.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,783.38,0.00,0.00,0.00,0.00,0.00
"0503353000",1,"Residential",5,718.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,718.87,0.00,0.00,0.00,0.00,0.00
"0503354000",2,"Residential",6,806.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,806.16,0.00,0.00,0.00,0.00,0.00
"0503355000",1,"Residential",5,670.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,670.27,0.00,0.00,0.00,0.00,0.00
"0503356000",1,"Residential",5,702.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,702.32,0.00,0.00,0.00,0.00,0.00
"0503357000",1,"Residential",5,651.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,651.82,0.00,0.00,0.00,0.00,0.00
"0503358000",1,"Residential",5,678.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,678.29,0.00,0.00,0.00,0.00,0.00
"0503359000",1,"Residential",5,661.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,661.83,0.00,0.00,0.00,0.00,0.00
"0503360000",1,"Residential",5,641.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,641.81,0.00,0.00,0.00,0.00,0.00
"0503361000",1,"Residential",6,831.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,831.39,0.00,0.00,0.00,0.00,0.00
"0503362000",1,"Residential",5,624.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,624.36,0.00,0.00,0.00,0.00,0.00
"0503363000",1,"Residential",5,627.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,627.53,0.00,0.00,0.00,0.00,0.00
"0503364000",1,"Residential",5,667.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,667.12,0.00,0.00,0.00,0.00,0.00
"0503365000",2,"Residential",5,671.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.77,503.97,0.00,0.00,0.00,0.00,0.00
"0503366000",1,"Residential",5,497.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,497.21,0.00,0.00,0.00,0.00,0.00
"0503367000",1,"Residential",5,844.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,844.22,0.00,0.00,0.00,0.00,0.00
"0503368000",3,"Residential",8,4816.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4816.86,0.00,0.00,0.00,0.00,0.00
"0503370000",1,"Residential",3,208.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208.23,0.00,0.00,0.00,0.00,0.00
"0503371000",1,"Residential",5,670.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,670.46,0.00,0.00,0.00,0.00,0.00
"0503372000",2,"Residential",5,863.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,863.63,0.00,0.00,0.00,0.00,0.00
"0503373000",3,"Residential",5,2074.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2074.01,0.00,0.00,0.00,0.00,0.00
"0503374000",2,"Residential",6,2061.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2061.94,0.00,0.00,0.00,0.00,0.00
"0503376000",1,"Residential",6,1030.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1030.64,0.00,0.00,0.00,0.00,0.00
"0503377000",2,"Residential",5,1237.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1237.29,0.00,0.00,0.00,0.00,0.00
"0503378000",2,"Residential",5,1006.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1006.80,0.00,0.00,0.00,0.00,0.00
"0503379000",1,"Residential",6,1271.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1271.85,0.00,0.00,0.00,0.00,0.00
"0503380000",1,"Residential",6,4504.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1501.34,3002.69,0.00,0.00,0.00,0.00,0.00
"0503381000",1,"Residential",6,1155.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1155.50,0.00,0.00,0.00,0.00,0.00
"0503382000",2,"Residential",6,1072.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1072.96,0.00,0.00,0.00,0.00,0.00
"0503383000",1,"Residential",5,983.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,983.33,0.00,0.00,0.00,0.00,0.00
"0503384000",1,"Residential",5,1078.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1078.19,0.00,0.00,0.00,0.00,0.00
"0503385000",2,"Residential",6,1067.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1067.36,0.00,0.00,0.00,0.00,0.00
"0503386000",1,"Residential",6,1166.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1166.59,0.00,0.00,0.00,0.00,0.00
"0503387000",1,"Residential",6,947.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,947.96,0.00,0.00,0.00,0.00,0.00
"0503388000",2,"Residential",8,3065.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3065.17,0.00,0.00,0.00,0.00,0.00
"0503389000",1,"Residential",5,602.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,602.54,0.00,0.00,0.00,0.00,0.00
"0503390000",1,"Residential",4,393.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,393.60,0.00,0.00,0.00,0.00,0.00
"0503391000",1,"Residential",5,1149.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1149.03,0.00,0.00,0.00,0.00,0.00
"0503392000",1,"Residential",5,777.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,777.93,0.00,0.00,0.00,0.00,0.00
"0503393000",1,"Residential",6,1631.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1631.55,0.00,0.00,0.00,0.00,0.00
"0503394000",2,"Residential",6,913.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,913.22,0.00,0.00,0.00,0.00,0.00
"0503395000",1,"Residential",6,1168.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1168.24,0.00,0.00,0.00,0.00,0.00
"0503396000",1,"Residential",6,996.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,996.45,0.00,0.00,0.00,0.00,0.00
"0503397000",1,"Residential",6,1151.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1151.90,0.00,0.00,0.00,0.00,0.00
"0503398000",2,"Residential",6,2278.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2278.20,0.00,0.00,0.00,0.00,0.00
"0503399000",2,"Residential",6,1404.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1404.20,0.00,0.00,0.00,0.00,0.00
"0503400000",1,"Residential",6,1215.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1215.48,0.00,0.00,0.00,0.00,0.00
"0503401000",1,"Residential",5,1012.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1012.92,0.00,0.00,0.00,0.00,0.00
"0503402000",3,"Residential",6,1165.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1165.52,0.00,0.00,0.00,0.00,0.00
"0503403000",1,"Residential",5,927.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,927.51,0.00,0.00,0.00,0.00,0.00
"0503404000",1,"Residential",5,1748.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1748.28,0.00,0.00,0.00,0.00,0.00
"0503405000a",1,"Residential",5,2213.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2213.23,0.00,0.00,0.00,0.00,0.00
"0503406000",1,"Residential",5,965.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,965.78,0.00,0.00,0.00,0.00,0.00
"0503408000",1,"Residential",5,484.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,484.71,0.00,0.00,0.00,0.00,0.00
"0503409000",1,"Residential",5,705.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,705.92,0.00,0.00,0.00,0.00,0.00
"0503410000",1,"Residential",5,429.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429.64,0.00,0.00,0.00,0.00,0.00
"0503411000",1,"Residential",5,632.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,632.66,0.00,0.00,0.00,0.00,0.00
"0503412000",1,"Residential",5,633.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,633.68,0.00,0.00,0.00,0.00,0.00
"0503413000",1,"Residential",5,612.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,612.61,0.00,0.00,0.00,0.00,0.00
"0503414000",1,"Residential",5,506.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,506.19,0.00,0.00,0.00,0.00,0.00
"0503415000",1,"Residential",5,502.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,502.05,0.00,0.00,0.00,0.00,0.00
"0503416000",1,"Residential",5,492.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,492.49,0.00,0.00,0.00,0.00,0.00
"0503417000",1,"Residential",5,506.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,506.76,0.00,0.00,0.00,0.00,0.00
"0503418010",1,"Residential",5,491.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,491.29,0.00,0.00,0.00,0.00,0.00
"0503420000",1,"Residential",5,625.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,625.71,0.00,0.00,0.00,0.00,0.00
"0503421000",2,"Residential",5,787.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,787.29,0.00,0.00,0.00,0.00,0.00
"0503422000",1,"Residential",5,610.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,610.51,0.00,0.00,0.00,0.00,0.00
"0503423000",1,"Residential",5,608.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,608.13,0.00,0.00,0.00,0.00,0.00
"0503424000",1,"Residential",5,569.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,569.67,0.00,0.00,0.00,0.00,0.00
"0503425000",1,"Residential",6,591.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,591.20,0.00,0.00,0.00,0.00,0.00
"0503426000",1,"Residential",6,532.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,532.57,0.00,0.00,0.00,0.00,0.00
"0503427000",1,"Residential",6,637.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,637.50,0.00,0.00,0.00,0.00,0.00
"0503428000",1,"Residential",4,487.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,487.15,0.00,0.00,0.00,0.00,0.00
"0503429000",1,"Residential",5,703.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,703.31,0.00,0.00,0.00,0.00,0.00
"0503430000",1,"Residential",5,626.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,626.08,0.00,0.00,0.00,0.00,0.00
"0503431000",1,"Residential",5,571.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571.07,0.00,0.00,0.00,0.00,0.00
"0503432000",1,"Residential",5,706.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,706.07,0.00,0.00,0.00,0.00,0.00
"0503433000",1,"Residential",4,564.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,564.94,0.00,0.00,0.00,0.00,0.00
"0503434000",1,"Residential",5,511.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,511.80,0.00,0.00,0.00,0.00,0.00
"0503435000",1,"Residential",5,489.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,489.01,0.00,0.00,0.00,0.00,0.00
"0503436000",1,"Residential",5,606.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,606.28,0.00,0.00,0.00,0.00,0.00
"0503437000",1,"Residential",5,432.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432.63,0.00,0.00,0.00,0.00,0.00
"0503438000",1,"Residential",5,493.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,493.31,0.00,0.00,0.00,0.00,0.00
"0503439000",1,"Residential",5,440.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.27,0.00,0.00,0.00,0.00,0.00
"0503440000",1,"Residential",5,590.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590.25,0.00,0.00,0.00,0.00,0.00
"0503441000",1,"Residential",5,576.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576.63,0.00,0.00,0.00,0.00,0.00
"0503442000",1,"Residential",5,542.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,542.04,0.00,0.00,0.00,0.00,0.00
"0503443000",1,"Residential",5,447.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,447.65,0.00,0.00,0.00,0.00,0.00
"0503444000",2,"Residential",5,542.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,542.10,0.00,0.00,0.00,0.00,0.00
